species	kingdom	phylum	class	order	family	genus
Streptococcus_phage_M102	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Desulfovibrio_sp_MES5	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Enterococcus_mundtii	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Bacillus_coagulans	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Lactobacillus_saerimneri	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Actinomyces_meyeri	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Bulleidia_extructa	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Bulleidia
Porcine_type_C_oncovirus	Viruses	Viruses_unclassified	Viruses_unclassified	Ortervirales	Retroviridae	Gammaretrovirus
Prevotella_sp_CAG_755	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Imtechella_halotolerans	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Imtechella
Clostridium_phage_phiMMP04	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Myoviridae_unclassified
Enterobacteria_phage_ES18	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Shigella_phage_SfII	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Myoviridae_unclassified
Shigella_phage_SfIV	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	Myoviridae_unclassified
Lactobacillus_kefiri	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus_parakefiri	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus_silagei	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Lactobacillus_kefiranofaciens	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Morganella_phage_MmP1	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	T7virus
Cronobacter_phage_ENT39118	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Hk97virus
Microvirgula_aerodenitrificans	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Microvirgula
Bovine_alphaherpesvirus_5	Viruses	Viruses_unclassified	Viruses_unclassified	Herpesvirales	Herpesviridae	Varicellovirus
Lactobacillus_phage_LL_H	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Anaerobiospirillum_thomasii	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Anaerobiospirillum
Bacillus_phage_phi105	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Clostridium_neonatale	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Selenomonas_artemidis	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas
Human_alphaherpesvirus_1	Viruses	Viruses_unclassified	Viruses_unclassified	Herpesvirales	Herpesviridae	Simplexvirus
Yersinia_phage_PY54	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Aeromonas_caviae	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Candida_albicans	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida
Dysgonomonas_gadei	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonamonadaceae	Dysgonomonas
Lachnoclostridium_phytofermentans	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
Campylobacter_showae	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
Lactobacillus_phage_phig1e	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Siphoviridae	Siphoviridae_unclassified
Salmonella_phage_RE_2010	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Myoviridae	P2virus
Bacteroides_salanitronis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Rothia_sp	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia
Streptococcus_peroris	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Succinatimonas_hippei	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinatimonas
Blueberry_red_ringspot_virus	Viruses	Viruses_unclassified	Viruses_unclassified	Ortervirales	Caulimoviridae	Soymovirus
Aeromonas_media	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Pseudomonas_phage_Bf7	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Podoviridae	Podoviridae_unclassified
Prevotella_sp_P3_122	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Streptococcus_pyogenes_phage_5005_2	Viruses	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified	Viruses_unclassified
Kluyvera_intermedia	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera
Thermus_phage_phi_OH2	Viruses	Viruses_unclassified	Viruses_unclassified	Caudovirales	Caudovirales_unclassified	Caudovirales_unclassified
Prevotella_histicola	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Roseburia_sp_831b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Prevotella_oris	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Eggerthia_catenaformis	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Eggerthia
Nocardia_otitidiscaviarum	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia
Sneathia_amnii	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia
Ralstonia_sp_MD27	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia
Weissella_viridescens	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
Barnesiella_sp_An22	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella
Lactobacillus_kitasatonis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Clostridium_cocleatum	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium
Enterococcus_malodoratus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Enterococcus_devriesei	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Enterococcus_pseudoavium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Corynebacterium_casei	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Corynebacterium_variabile	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Enterococcus_dispar	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
